device_type,hour,current_watts,avg_watts,rolling_avg,volatility,trend,label
Laptop,11,69.01,65,69.01,1.3,-0.13,0
Lavadora,19,500.0,500,500.0,10.0,0.0,0
Computadora,12,314.79,300,314.79,6.0,-0.29,0
Horno,23,2108.35,2200,2108.35,44.0,-1.5,0
Refrigerador,18,135.54,150,135.54,3.0,2.2,0
Microondas,23,1000.0,1000,1000.0,20.0,0.0,0
Calefactor,15,1500.0,1500,1500.0,30.0,0.0,0
Refrigerador,21,240.0,150,150.0,3.0,0.0,1
Router,5,12.0,12,12.0,0.24,0.0,0
Calefactor,22,1465.46,1500,1465.46,30.0,-1.42,0
Televisor,22,120.0,120,120.0,2.4,0.0,0
Televisor,11,120.0,120,120.0,2.4,0.0,0
Refrigerador,1,139.06,150,139.06,3.0,1.24,0
Aire Acondicionado,9,1098.67,1200,1098.67,24.0,-1.67,0
Televisor,10,126.18,120,126.18,2.4,-3.01,0
Aire Acondicionado,20,1116.31,1200,1116.31,24.0,-1.46,0
Luces,13,57.9,60,57.9,1.2,4.72,0
Computadora,2,300.0,300,300.0,6.0,0.0,17
Microondas,7,1000.0,1000,1000.0,20.0,0.0,0
Microondas,15,1000.0,1000,1000.0,20.0,0.0,0
Aire Acondicionado,1,1918.9,1200,1918.9,24.0,0.62,4
Microondas,23,1000.0,1000,1000.0,20.0,0.0,0
Refrigerador,16,159.09,150,159.09,3.0,-4.25,0
Computadora,16,82.6,300,82.6,6.0,2.86,0
Televisor,13,122.68,120,122.68,2.4,4.47,0
Luces,8,55.82,60,55.82,1.2,2.2,0
Horno,20,2200.0,2200,2200.0,44.0,0.0,0
Calefactor,0,1465.26,1500,1465.26,30.0,3.29,0
Computadora,13,360.0,300,300.0,0.1,0.0,7
Aire Acondicionado,22,1194.6,1200,1194.6,24.0,-3.01,0
Lavadora,7,522.3,500,522.3,10.0,-2.39,0
Secadora,21,2617.86,2500,2617.86,50.0,-2.57,0
Aire Acondicionado,1,1167.28,1200,1167.28,24.0,-0.55,0
Calefactor,0,1590.6,1500,1590.6,30.0,-1.85,0
Televisor,14,125.19,120,125.19,2.4,-4.42,0
Microondas,11,1075.6,1000,1075.6,20.0,1.99,0
Lavadora,20,522.19,500,522.19,10.0,3.37,0
Router,19,11.15,12,11.15,0.24,-1.6,0
Laptop,10,70.3,65,70.3,1.3,-2.46,0
Microondas,23,1000.0,1000,1000.0,20.0,0.0,0
Horno,20,2200.0,2200,2200.0,44.0,0.0,0
Refrigerador,6,137.62,150,137.62,3.0,-1.26,0
Mini Refrigerador,22,82.19,80,82.19,1.6,0.75,0
Computadora,4,300.0,300,300.0,6.0,0.0,17
Luces,1,60.0,60,60.0,1.2,0.0,0
Calefactor,21,1500.0,1500,1500.0,30.0,0.0,0
Calefactor,16,1500.0,1500,1500.0,30.0,0.0,0
Aire Acondicionado,18,1944.69,1200,1944.69,24.0,0.96,4
Refrigerador,14,145.85,150,145.85,3.0,-1.09,0
Laptop,21,59.51,65,59.51,1.3,0.0,0
Secadora,2,2389.86,2500,2389.86,50.0,4.76,0
Horno,1,2251.13,2200,2251.13,44.0,-0.14,0
Aire Acondicionado,18,1800.0,1200,1200.0,24.0,40.0,3
Microondas,6,1061.49,1000,1061.49,20.0,-4.28,0
Router,10,11.58,12,11.58,0.24,-0.73,0
Calefactor,19,1612.07,1500,1612.07,30.0,-1.46,0
Secadora,2,2547.37,2500,2547.37,50.0,-1.54,0
Horno,14,2214.06,2200,2214.06,44.0,-3.59,0
Microondas,2,5000.0,1000,1000.0,20.0,0.0,18
Secadora,13,2500.0,2500,2500.0,50.0,0.0,0
Televisor,17,120.0,120,120.0,2.4,0.0,0
Televisor,9,116.72,120,116.72,2.4,-4.44,0
Horno,17,2281.69,2200,2281.69,44.0,-4.39,0
Laptop,16,65.0,65,65.0,1.3,0.0,0
Luces,18,64.02,60,64.02,1.2,-3.24,0
Microondas,22,1083.94,1000,1083.94,20.0,3.09,0
Refrigerador,11,159.31,150,159.31,3.0,-3.35,0
Laptop,15,59.63,65,59.63,1.3,-4.28,0
Router,17,12.24,12,12.24,0.24,-3.78,0
Horno,11,2200.0,2200,2200.0,44.0,0.0,0
Router,20,12.0,12,12.0,0.24,0.0,0
Laptop,20,325.0,65,65.0,1.3,0.0,18
Microondas,16,1059.48,1000,1059.48,20.0,-0.18,0
Luces,13,54.99,60,54.99,1.2,2.79,0
Horno,17,2200.0,2200,2200.0,44.0,0.0,0
Televisor,10,118.04,120,118.04,2.4,-1.6,0
Refrigerador,18,240.0,150,150.0,3.0,0.0,1
Horno,19,2346.6,2200,2346.6,44.0,1.94,0
Mini Refrigerador,1,80.0,80,80.0,1.6,0.0,0
Horno,11,2200.0,2200,2200.0,44.0,0.0,0
Computadora,9,61.94,300,61.94,6.0,4.74,0
Laptop,9,70.38,65,70.38,1.3,1.04,0
Laptop,4,65.0,65,65.0,1.3,0.0,0
Mini Refrigerador,14,80.0,80,80.0,1.6,0.0,0
Laptop,21,62.57,65,62.57,1.3,1.29,0
Microondas,5,976.18,1000,976.18,20.0,-2.7,0
Secadora,23,2685.8,2500,2685.8,50.0,-2.53,0
Refrigerador,11,162.88,150,162.88,3.0,3.32,0
Mini Refrigerador,12,87.54,80,87.54,1.6,-1.16,0
Secadora,0,2500.0,2500,2500.0,50.0,0.0,0
Laptop,11,59.06,65,59.06,1.3,4.23,0
Laptop,0,62.56,65,62.56,1.3,1.16,0
Luces,5,58.24,60,58.24,1.2,2.2,0
Refrigerador,7,240.0,150,150.0,3.0,0.0,1
Lavadora,11,500.0,500,500.0,10.0,0.0,0
Lavadora,5,500.0,500,500.0,10.0,0.0,0
Aire Acondicionado,17,1800.0,1200,1200.0,24.0,40.0,3
Horno,14,2159.63,2200,2159.63,44.0,3.8,0
Refrigerador,22,240.0,150,150.0,3.0,0.0,1
Secadora,18,2500.0,2500,2500.0,50.0,0.0,0
Router,9,11.61,12,11.61,0.24,3.57,0
Microondas,21,1088.24,1000,1088.24,20.0,-3.61,0
Refrigerador,9,240.0,150,150.0,3.0,0.0,1
Televisor,12,110.05,120,110.05,2.4,-1.34,0
Laptop,9,63.45,65,63.45,1.3,4.96,0
Luces,5,55.46,60,55.46,1.2,0.21,0
Lavadora,3,540.84,500,540.84,10.0,-0.5,0
Microondas,13,1000.0,1000,1000.0,20.0,0.0,0
Mini Refrigerador,15,80.0,80,80.0,1.6,0.0,0
Router,6,11.76,12,11.76,0.24,-2.82,0
Laptop,6,71.31,65,71.31,1.3,-0.68,0
Televisor,22,122.97,120,122.97,2.4,2.53,0
Router,21,11.92,12,11.92,0.24,-4.87,0
Laptop,13,65.46,65,65.46,1.3,2.71,0
Computadora,16,303.85,300,303.85,6.0,0.88,0
Horno,0,2200.0,2200,2200.0,44.0,0.0,0
Aire Acondicionado,22,1235.97,1200,1235.97,24.0,-4.77,0
Televisor,23,120.0,120,120.0,2.4,0.0,0
Secadora,5,2500.0,2500,2500.0,50.0,0.0,0
Microondas,6,929.72,1000,929.72,20.0,-2.74,0
Mini Refrigerador,10,84.67,80,84.67,1.6,-1.71,0
Microondas,17,1000.0,1000,1000.0,20.0,0.0,0
Router,3,11.11,12,11.11,0.24,-1.78,0
Refrigerador,8,240.0,150,150.0,3.0,0.0,1
Luces,14,300.0,60,60.0,1.2,0.0,18
Lavadora,18,500.0,500,500.0,10.0,0.0,0
Microondas,3,1000.0,1000,1000.0,20.0,0.0,0
Refrigerador,9,163.33,150,163.33,3.0,-0.61,0
Refrigerador,9,240.0,150,150.0,3.0,0.0,1
Calefactor,10,1560.65,1500,1560.65,30.0,3.93,0
Horno,23,11000.0,2200,2200.0,44.0,0.0,18
Router,11,12.84,12,12.84,0.24,-2.09,0
Aire Acondicionado,16,1961.4,1200,1961.4,24.0,1.3,4
Calefactor,1,1399.07,1500,1399.07,30.0,-3.73,0
Horno,8,11000.0,2200,2200.0,44.0,0.0,18
Horno,10,2200.0,2200,2200.0,44.0,0.0,0
Computadora,17,60.11,300,60.11,6.0,-4.71,0
Router,14,10.93,12,10.93,0.24,-3.02,0
Secadora,0,2500.0,2500,2500.0,50.0,0.0,0
Router,19,12.51,12,12.51,0.24,-3.46,0
Calefactor,21,1551.74,1500,1551.74,30.0,3.11,0
Luces,16,60.0,60,60.0,1.2,0.0,0
Televisor,14,120.0,120,120.0,2.4,0.0,0
Secadora,1,2500.0,2500,2500.0,50.0,0.0,0
Router,23,11.92,12,11.92,0.24,-3.73,0
Lavadora,8,459.95,500,459.95,10.0,-3.98,0
Router,3,12.0,12,12.0,0.24,0.0,0
Televisor,13,122.86,120,122.86,2.4,-0.23,0
Aire Acondicionado,18,1119.82,1200,1119.82,24.0,1.33,0
Computadora,7,284.16,300,284.16,6.0,-4.41,0
Mini Refrigerador,11,80.64,80,80.64,1.6,-0.43,0
Lavadora,0,540.36,500,540.36,10.0,4.32,0
Aire Acondicionado,9,1571.42,1200,1571.42,24.0,-0.0,4
Mini Refrigerador,14,80.0,80,80.0,1.6,0.0,0
Mini Refrigerador,5,80.92,80,80.92,1.6,0.66,0
Calefactor,18,1478.69,1500,1478.69,30.0,-2.2,0
Secadora,6,2500.0,2500,2500.0,50.0,0.0,0
Refrigerador,1,154.21,150,154.21,3.0,-1.41,0
Televisor,18,120.38,120,120.38,2.4,-4.52,0
Horno,11,2406.99,2200,2406.99,44.0,-4.91,0
Mini Refrigerador,11,80.0,80,80.0,1.6,0.0,0
Televisor,11,120.0,120,120.0,2.4,0.0,0
Router,8,12.94,12,12.94,0.24,-3.54,0
Horno,13,2152.33,2200,2152.33,44.0,4.96,0
Secadora,2,2500.0,2500,2500.0,50.0,0.0,0
Luces,3,60.0,60,60.0,1.2,0.0,0
Horno,3,2200.0,2200,2200.0,44.0,0.0,0
Secadora,21,2537.76,2500,2537.76,50.0,-2.11,0
Horno,7,2130.4,2200,2130.4,44.0,-1.37,0
Router,5,12.0,12,12.0,0.24,0.0,0
Secadora,10,2471.71,2500,2471.71,50.0,-4.03,0
Laptop,4,62.29,65,62.29,1.3,-3.33,0
Router,13,11.29,12,11.29,0.24,0.58,0
Horno,4,2240.43,2200,2240.43,44.0,-2.99,0
Aire Acondicionado,14,1726.13,1200,1726.13,24.0,1.69,4
Calefactor,19,1500.0,1500,1500.0,30.0,0.0,0
Laptop,22,63.22,65,63.22,1.3,-2.03,0
Laptop,18,62.48,65,62.48,1.3,-0.82,0
Microondas,11,5000.0,1000,1000.0,20.0,0.0,18
Laptop,7,62.96,65,62.96,1.3,-0.52,0
Secadora,1,2606.43,2500,2606.43,50.0,-3.44,0
Microondas,13,924.33,1000,924.33,20.0,1.05,0
Router,20,12.0,12,12.0,0.24,0.0,0
Laptop,0,65.0,65,65.0,1.3,0.0,0
Refrigerador,3,155.95,150,155.95,3.0,1.05,0
Computadora,12,66.76,300,66.76,6.0,4.89,0
Laptop,16,70.9,65,70.9,1.3,0.53,0
Laptop,21,64.02,65,64.02,1.3,-2.57,0
Refrigerador,14,158.18,150,158.18,3.0,-0.76,0
Refrigerador,18,158.43,150,158.43,3.0,4.63,0
Aire Acondicionado,0,1108.18,1200,1108.18,24.0,-3.38,0
Mini Refrigerador,1,400.0,80,80.0,1.6,0.0,18
Secadora,16,2500.0,2500,2500.0,50.0,0.0,0
Refrigerador,19,149.39,150,149.39,3.0,0.36,0
Lavadora,22,494.4,500,494.4,10.0,0.81,0
Lavadora,19,490.74,500,490.74,10.0,-1.72,0
Televisor,19,600.0,120,120.0,2.4,0.0,18
Router,9,12.0,12,12.0,0.24,0.0,0
Router,12,12.7,12,12.7,0.24,-3.5,0
Luces,6,65.74,60,65.74,1.2,-1.52,0
Lavadora,6,2500.0,500,500.0,10.0,0.0,18
Luces,7,56.42,60,56.42,1.2,-3.08,0
Lavadora,3,512.18,500,512.18,10.0,4.97,0
Refrigerador,21,147.29,150,147.29,3.0,-0.07,0
Microondas,13,1000.0,1000,1000.0,20.0,0.0,0
Microondas,19,999.77,1000,999.77,20.0,0.76,0
Aire Acondicionado,14,1247.6,1200,1247.6,24.0,4.39,0
Microondas,18,963.08,1000,963.08,20.0,-1.38,0
Router,16,60.0,12,12.0,0.24,0.0,18
Microondas,2,910.41,1000,910.41,20.0,-3.0,0
Horno,8,2044.38,2200,2044.38,44.0,-0.32,0
Calefactor,15,1556.57,1500,1556.57,30.0,-3.85,0
Luces,21,56.22,60,56.22,1.2,-0.89,0
Router,21,12.0,12,12.0,0.24,0.0,0
Secadora,1,2398.08,2500,2398.08,50.0,-3.89,0
Secadora,20,2499.2,2500,2499.2,50.0,-4.57,0
Lavadora,10,532.44,500,532.44,10.0,0.23,0
Lavadora,1,538.02,500,538.02,10.0,-1.45,0
Secadora,5,2500.0,2500,2500.0,50.0,0.0,0
Luces,8,56.48,60,56.48,1.2,1.03,0
Aire Acondicionado,3,2133.15,1200,2133.15,24.0,-1.38,4
Aire Acondicionado,21,2078.86,1200,2078.86,24.0,0.01,4
Calefactor,7,1500.0,1500,1500.0,30.0,0.0,0
Luces,23,300.0,60,60.0,1.2,0.0,18
Router,7,12.86,12,12.86,0.24,4.87,0
Luces,8,60.0,60,60.0,1.2,0.0,0
Refrigerador,14,240.0,150,150.0,3.0,0.0,1
Mini Refrigerador,11,76.12,80,76.12,1.6,-0.79,0
Lavadora,21,500.0,500,500.0,10.0,0.0,0
Luces,11,55.53,60,55.53,1.2,1.4,0
Refrigerador,5,240.0,150,150.0,3.0,0.0,1
Secadora,13,2500.0,2500,2500.0,50.0,0.0,0
Aire Acondicionado,6,1800.0,1200,1200.0,24.0,40.0,3
Secadora,22,2500.0,2500,2500.0,50.0,0.0,0
Router,9,12.0,12,12.0,0.24,0.0,0
Luces,9,60.0,60,60.0,1.2,0.0,0
Luces,15,300.0,60,60.0,1.2,0.0,18
Microondas,1,1064.44,1000,1064.44,20.0,-0.7,0
Televisor,4,3.0,120,3.0,2.4,1.49,0
Microondas,13,1000.0,1000,1000.0,20.0,0.0,0
Aire Acondicionado,8,1615.97,1200,1615.97,24.0,0.34,4
Router,4,11.06,12,11.06,0.24,-4.71,0
Microondas,15,1000.0,1000,1000.0,20.0,0.0,0
Horno,12,2200.0,2200,2200.0,44.0,0.0,0
Horno,2,2200.0,2200,2200.0,44.0,0.0,0
Horno,9,2373.87,2200,2373.87,44.0,2.04,0
Mini Refrigerador,5,80.0,80,80.0,1.6,0.0,0
Mini Refrigerador,23,75.0,80,75.0,1.6,1.83,0
Secadora,9,2662.28,2500,2662.28,50.0,-1.71,0
Luces,17,56.87,60,56.87,1.2,1.52,0
Televisor,6,120.0,120,120.0,2.4,0.0,0
Microondas,3,1000.0,1000,1000.0,20.0,0.0,0
Refrigerador,7,240.0,150,150.0,3.0,0.0,1
Aire Acondicionado,18,1800.0,1200,1200.0,24.0,40.0,3
Secadora,6,2414.64,2500,2414.64,50.0,0.97,0
Mini Refrigerador,10,82.59,80,82.59,1.6,3.32,0
Secadora,19,2535.88,2500,2535.88,50.0,3.15,0
Aire Acondicionado,19,1904.48,1200,1904.48,24.0,-1.53,4
Microondas,14,931.11,1000,931.11,20.0,-1.07,0
Televisor,7,117.35,120,117.35,2.4,-0.19,0
Lavadora,17,2500.0,500,500.0,10.0,0.0,18
Refrigerador,7,161.01,150,161.01,3.0,-4.42,0
Router,0,12.41,12,12.41,0.24,0.58,0
Laptop,20,68.9,65,68.9,1.3,-1.48,0
Mini Refrigerador,20,85.47,80,85.47,1.6,-4.87,0
Router,21,12.0,12,12.0,0.24,0.0,0
Microondas,23,1000.0,1000,1000.0,20.0,0.0,0
Calefactor,3,1403.52,1500,1403.52,30.0,-2.03,0
Secadora,13,2500.0,2500,2500.0,50.0,0.0,0
Horno,20,2036.49,2200,2036.49,44.0,3.92,0
Computadora,21,300.0,300,300.0,6.0,0.0,0
Calefactor,15,1569.35,1500,1569.35,30.0,-2.32,0
Router,2,12.2,12,12.2,0.24,-4.19,0
Horno,0,2200.0,2200,2200.0,44.0,0.0,0
Secadora,3,2500.0,2500,2500.0,50.0,0.0,0
Aire Acondicionado,23,1103.82,1200,1103.82,24.0,4.4,0
Secadora,11,2307.03,2500,2307.03,50.0,0.84,0
Lavadora,15,500.0,500,500.0,10.0,0.0,0
Horno,5,2200.0,2200,2200.0,44.0,0.0,0
Calefactor,13,1500.0,1500,1500.0,30.0,0.0,0
Calefactor,0,1618.74,1500,1618.74,30.0,-2.09,0
Refrigerador,17,148.71,150,148.71,3.0,4.94,0
Horno,0,2402.11,2200,2402.11,44.0,-3.27,0
Router,20,11.42,12,11.42,0.24,-2.99,0
Router,13,12.82,12,12.82,0.24,-3.21,0
Lavadora,10,484.78,500,484.78,10.0,2.76,0
Lavadora,20,500.0,500,500.0,10.0,0.0,0
Laptop,17,63.18,65,63.18,1.3,-4.38,0
Router,13,12.14,12,12.14,0.24,2.48,0
Secadora,0,2261.01,2500,2261.01,50.0,4.14,0
Laptop,1,65.0,65,65.0,1.3,0.0,0
Refrigerador,14,140.22,150,140.22,3.0,2.97,0
Televisor,18,120.0,120,120.0,2.4,0.0,0
Computadora,16,360.0,300,300.0,0.1,0.0,7
Secadora,15,2286.28,2500,2286.28,50.0,-2.52,0
Lavadora,17,483.74,500,483.74,10.0,1.95,0
Laptop,21,65.0,65,65.0,1.3,0.0,0
Laptop,2,65.0,65,65.0,1.3,0.0,0
Router,3,12.42,12,12.42,0.24,-3.57,0
Microondas,10,905.75,1000,905.75,20.0,4.21,0
Aire Acondicionado,16,1207.23,1200,1207.23,24.0,-0.02,0
Televisor,16,120.0,120,120.0,2.4,0.0,0
Computadora,21,360.0,300,300.0,0.1,0.0,7
Televisor,20,120.0,120,120.0,2.4,0.0,0
Router,19,12.0,12,12.0,0.24,0.0,0
Horno,4,2120.61,2200,2120.61,44.0,3.9,0
Horno,5,2314.2,2200,2314.2,44.0,-3.01,0
Laptop,2,63.75,65,63.75,1.3,-0.76,0
Lavadora,3,465.45,500,465.45,10.0,-2.03,0
Horno,11,2307.16,2200,2307.16,44.0,-2.48,0
Horno,22,2284.78,2200,2284.78,44.0,0.5,0
Router,9,12.0,12,12.0,0.24,0.0,0
Laptop,19,68.3,65,68.3,1.3,1.13,0
Lavadora,18,500.0,500,500.0,10.0,0.0,0
Mini Refrigerador,2,400.0,80,80.0,1.6,0.0,18
Televisor,7,121.5,120,121.5,2.4,0.67,0
Horno,15,2033.71,2200,2033.71,44.0,-3.44,0
Mini Refrigerador,13,82.66,80,82.66,1.6,1.58,0
Horno,23,2200.0,2200,2200.0,44.0,0.0,0
Lavadora,9,2500.0,500,500.0,10.0,0.0,18
Microondas,4,1000.0,1000,1000.0,20.0,0.0,0
Mini Refrigerador,23,80.39,80,80.39,1.6,-3.06,0
Refrigerador,5,150.63,150,150.63,3.0,2.4,0
Lavadora,0,500.86,500,500.86,10.0,0.88,0
Televisor,4,120.0,120,120.0,2.4,0.0,0
Calefactor,23,1500.0,1500,1500.0,30.0,0.0,0
Secadora,10,2621.29,2500,2621.29,50.0,4.71,0
Mini Refrigerador,10,82.92,80,82.92,1.6,3.24,0
Luces,4,60.0,60,60.0,1.2,0.0,0
Horno,23,2200.0,2200,2200.0,44.0,0.0,0
Calefactor,8,1584.73,1500,1584.73,30.0,-1.96,0
Televisor,23,120.0,120,120.0,2.4,0.0,0
Microondas,12,1000.0,1000,1000.0,20.0,0.0,0
Calefactor,8,1500.0,1500,1500.0,30.0,0.0,0
Televisor,12,120.0,120,120.0,2.4,0.0,0
Microondas,0,1000.0,1000,1000.0,20.0,0.0,0
Computadora,21,283.69,300,283.69,6.0,-2.86,0
Secadora,3,2500.0,2500,2500.0,50.0,0.0,0
Aire Acondicionado,5,1264.09,1200,1264.09,24.0,4.55,0
Calefactor,14,1500.0,1500,1500.0,30.0,0.0,0
Router,5,12.04,12,12.04,0.24,-3.6,0
Calefactor,0,1454.02,1500,1454.02,30.0,-2.21,0
Lavadora,0,500.0,500,500.0,10.0,0.0,0
Aire Acondicionado,7,1595.98,1200,1595.98,24.0,-0.54,4
Router,15,12.0,12,12.0,0.24,0.0,0
Calefactor,4,1489.26,1500,1489.26,30.0,-4.56,0
Mini Refrigerador,21,73.38,80,73.38,1.6,3.05,0
Mini Refrigerador,2,80.0,80,80.0,1.6,0.0,0
Secadora,9,2500.0,2500,2500.0,50.0,0.0,0
Refrigerador,18,240.0,150,150.0,3.0,0.0,1
Aire Acondicionado,13,1186.4,1200,1186.4,24.0,0.85,0
Horno,2,2200.0,2200,2200.0,44.0,0.0,0
Mini Refrigerador,14,80.0,80,80.0,1.6,0.0,0
Aire Acondicionado,14,1800.0,1200,1200.0,24.0,40.0,3
Televisor,2,3.0,120,3.0,2.4,-2.46,0
Mini Refrigerador,15,80.0,80,80.0,1.6,0.0,0
Lavadora,5,474.8,500,474.8,10.0,0.96,0
Calefactor,8,1372.86,1500,1372.86,30.0,-1.68,0
Computadora,17,300.09,300,300.09,6.0,2.39,0
Lavadora,11,500.0,500,500.0,10.0,0.0,0
Secadora,23,2259.38,2500,2259.38,50.0,-4.9,0
Calefactor,5,1474.03,1500,1474.03,30.0,1.38,0
Router,1,11.89,12,11.89,0.24,-2.9,0
Aire Acondicionado,6,1800.0,1200,1200.0,24.0,40.0,3
Refrigerador,18,149.48,150,149.48,3.0,4.29,0
Computadora,20,320.07,300,320.07,6.0,0.07,0
Refrigerador,9,144.38,150,144.38,3.0,1.2,0
Luces,23,60.0,60,60.0,1.2,0.0,0
Refrigerador,0,240.0,150,150.0,3.0,0.0,1
Microondas,7,997.88,1000,997.88,20.0,1.34,0
Computadora,20,360.0,300,300.0,0.1,0.0,7
Calefactor,19,1392.41,1500,1392.41,30.0,-0.24,0
Router,11,12.0,12,12.0,0.24,-2.37,0
Router,19,12.0,12,12.0,0.24,0.0,0
Horno,0,2336.67,2200,2336.67,44.0,0.96,0
Secadora,15,2500.0,2500,2500.0,50.0,0.0,0
Secadora,9,2478.48,2500,2478.48,50.0,-3.12,0
Secadora,3,2692.41,2500,2692.41,50.0,2.56,0
Luces,19,60.0,60,60.0,1.2,0.0,0
Lavadora,16,467.6,500,467.6,10.0,-0.31,0
Mini Refrigerador,4,74.56,80,74.56,1.6,2.07,0
Aire Acondicionado,12,1148.61,1200,1148.61,24.0,1.76,0
Secadora,5,2500.0,2500,2500.0,50.0,0.0,0
Refrigerador,3,141.19,150,141.19,3.0,-1.59,0
Secadora,8,2500.0,2500,2500.0,50.0,0.0,0
Laptop,10,68.81,65,68.81,1.3,1.56,0
Calefactor,13,1643.94,1500,1643.94,30.0,-1.51,0
Calefactor,7,1408.36,1500,1408.36,30.0,0.6,0
Secadora,0,2500.0,2500,2500.0,50.0,0.0,0
Microondas,12,5000.0,1000,1000.0,20.0,0.0,18
Horno,18,2119.46,2200,2119.46,44.0,3.99,0
Aire Acondicionado,18,1923.55,1200,1923.55,24.0,0.61,4
Microondas,19,1000.0,1000,1000.0,20.0,0.0,0
Lavadora,7,500.0,500,500.0,10.0,0.0,0
Microondas,2,1000.0,1000,1000.0,20.0,0.0,0
Router,13,12.89,12,12.89,0.24,3.62,0
Horno,22,2022.01,2200,2022.01,44.0,2.2,0
Laptop,7,65.0,65,65.0,1.3,0.0,0
Secadora,9,2644.62,2500,2644.62,50.0,-0.88,0
Luces,9,60.0,60,60.0,1.2,0.0,0
Secadora,12,2569.88,2500,2569.88,50.0,2.09,0
Calefactor,23,1500.0,1500,1500.0,30.0,0.0,0
Aire Acondicionado,10,1175.71,1200,1175.71,24.0,-3.73,0
Horno,23,2200.0,2200,2200.0,44.0,0.0,0
Router,19,11.88,12,11.88,0.24,-4.31,0
Televisor,1,3.0,120,3.0,2.4,-0.04,0
Aire Acondicionado,14,1852.35,1200,1852.35,24.0,1.5,4
Refrigerador,12,152.97,150,152.97,3.0,0.94,0
Televisor,6,3.0,120,3.0,2.4,-4.42,0
Luces,9,60.0,60,60.0,1.2,0.0,0
Horno,10,2200.0,2200,2200.0,44.0,0.0,0
Router,22,12.14,12,12.14,0.24,3.87,0
Luces,0,65.18,60,65.18,1.2,-1.11,0
Router,18,12.0,12,12.0,0.24,0.0,0
Laptop,0,60.89,65,60.89,1.3,3.82,0
Lavadora,5,455.3,500,455.3,10.0,3.77,0
Luces,18,56.08,60,56.08,1.2,-3.16,0
Lavadora,9,503.68,500,503.68,10.0,1.87,0
Lavadora,23,501.44,500,501.44,10.0,-4.04,0
Mini Refrigerador,13,80.0,80,80.0,1.6,0.0,0
Secadora,13,2620.46,2500,2620.46,50.0,-4.24,0
Secadora,9,2500.0,2500,2500.0,50.0,0.0,0
Mini Refrigerador,20,80.0,80,80.0,1.6,0.0,0
Mini Refrigerador,22,80.46,80,80.46,1.6,3.38,0
Mini Refrigerador,7,80.0,80,80.0,1.6,0.0,0
Mini Refrigerador,5,75.71,80,75.71,1.6,-0.41,0
Refrigerador,4,240.0,150,150.0,3.0,0.0,1
Refrigerador,0,240.0,150,150.0,3.0,0.0,1
Mini Refrigerador,0,74.71,80,74.71,1.6,-0.03,0
Mini Refrigerador,18,87.09,80,87.09,1.6,-2.82,0
Horno,20,2020.77,2200,2020.77,44.0,2.54,0
Microondas,21,1063.28,1000,1063.28,20.0,2.43,0
Aire Acondicionado,3,1588.18,1200,1588.18,24.0,0.61,4
Secadora,4,2382.74,2500,2382.74,50.0,-2.28,0
Televisor,10,120.0,120,120.0,2.4,0.0,0
Secadora,11,2316.82,2500,2316.82,50.0,4.54,0
Router,14,12.0,12,12.0,0.24,0.0,0
Horno,8,11000.0,2200,2200.0,44.0,0.0,18
Luces,8,56.01,60,56.01,1.2,2.04,0
Horno,8,2185.06,2200,2185.06,44.0,4.08,0
Luces,21,60.0,60,60.0,1.2,0.0,0
Secadora,1,2265.18,2500,2265.18,50.0,2.77,0
Computadora,1,3.0,300,3.0,6.0,-1.74,0
Aire Acondicionado,11,1311.41,1200,1311.41,24.0,1.84,0
Refrigerador,10,148.71,150,148.71,3.0,-3.4,0
Laptop,17,65.0,65,65.0,1.3,0.0,0
Computadora,20,281.65,300,281.65,6.0,3.55,0
Refrigerador,12,135.94,150,135.94,3.0,-4.82,0
Lavadora,3,500.0,500,500.0,10.0,0.0,0
Calefactor,13,1500.0,1500,1500.0,30.0,0.0,0
Secadora,22,2497.01,2500,2497.01,50.0,-4.94,0
Refrigerador,6,240.0,150,150.0,3.0,0.0,1
Mini Refrigerador,23,78.47,80,78.47,1.6,-1.33,0
Luces,18,64.89,60,64.89,1.2,-1.49,0
Microondas,12,1000.23,1000,1000.23,20.0,-4.66,0
Microondas,20,929.89,1000,929.89,20.0,2.88,0
Laptop,3,65.0,65,65.0,1.3,0.0,0
Televisor,19,120.0,120,120.0,2.4,0.0,0
Mini Refrigerador,4,80.0,80,80.0,1.6,0.0,0
Calefactor,3,1429.36,1500,1429.36,30.0,3.81,0
Mini Refrigerador,22,74.27,80,74.27,1.6,0.25,0
Lavadora,18,518.49,500,518.49,10.0,-2.79,0
Laptop,4,67.09,65,67.09,1.3,-0.68,0
Router,21,12.0,12,12.0,0.24,0.0,0
Microondas,21,1000.0,1000,1000.0,20.0,0.0,0
Aire Acondicionado,11,1800.0,1200,1200.0,24.0,40.0,3
Router,15,11.66,12,11.66,0.24,0.31,0
Router,14,11.87,12,11.87,0.24,-4.92,0
Laptop,3,65.0,65,65.0,1.3,0.0,0
Aire Acondicionado,13,1220.19,1200,1220.19,24.0,2.25,0
Router,5,12.0,12,12.0,0.24,0.0,0
Refrigerador,22,135.56,150,135.56,3.0,2.68,0
Refrigerador,12,240.0,150,150.0,3.0,0.0,1
Mini Refrigerador,1,80.0,80,80.0,1.6,0.0,0
Secadora,23,2553.6,2500,2553.6,50.0,2.37,0
Luces,18,54.36,60,54.36,1.2,2.33,0
Televisor,7,110.8,120,110.8,2.4,-4.42,0
